file name,roll,pitch,yaw
20230926-033803_269.png,82.22,-6.2,327.88
20230926-033803_270.png,81.74,-5.62,329.19
20230926-033803_271.png,81.29,-5.73,330.09
20230926-033803_272.png,80.18,-5.72,330.44
20230926-033803_273.png,78.35,-6.12,330.7
20230926-033803_274.png,79.07,-6.57,331.19
20230926-033803_275.png,80.1,-6.4,331.33
20230926-033803_276.png,80.43,-6.3,331.46
20230926-033804_277.png,80.86,-6.23,331.41
20230926-033804_278.png,81.22,-6.18,331.39
20230926-033804_279.png,81.58,-6.19,331.76
20230926-033804_280.png,81.44,-6.18,332.09
20230926-033804_281.png,81.55,-6.25,332.07
20230926-033804_282.png,81.87,-6.27,331.86
20230926-033804_283.png,81.91,-6.39,331.96
20230926-033804_284.png,82.26,-6.43,332.14
20230926-033804_285.png,82.44,-6.6,332.95
20230926-033804_286.png,81.32,-7.05,333.31
20230926-033804_287.png,81.17,-7.4,333.62
20230926-033805_288.png,80.89,-7.63,333.8
20230926-033805_289.png,80.75,-8.16,334.34
20230926-033805_290.png,80.32,-8.72,335
20230926-033805_291.png,80.38,-9.2,335.96
20230926-033805_292.png,80.85,-9.51,336.84
20230926-033805_293.png,80.66,-10.1,338.05
20230926-033805_294.png,80.11,-10.46,339.27
20230926-033805_295.png,79.75,-10.59,340.18
20230926-033805_296.png,79.78,-10.67,340.8
20230926-033805_297.png,78.95,-10.83,342.47
20230926-033806_298.png,79.02,-10.66,343.69
20230926-033806_299.png,78.76,-10.33,344.96
20230926-033806_300.png,78.73,-9.79,346.87
20230926-033806_301.png,78.24,-9.55,347.23
20230926-033806_302.png,78.32,-9.33,348.33
20230926-033806_303.png,77.98,-9.35,348.86
20230926-033806_304.png,78.37,-9.55,349.52
20230926-033806_305.png,79.17,-9.54,350.81
20230926-033806_306.png,79.85,-9.48,352.27
20230926-033807_307.png,80.01,-9.41,354.19
20230926-033807_308.png,79.43,-9.23,354.62
20230926-033807_309.png,78.46,-9.08,355.25
20230926-033807_310.png,79.13,-9.1,356.02
20230926-033807_311.png,79.36,-9.3,-2.87
20230926-033807_312.png,79.28,-9.26,-1.96
20230926-033807_313.png,79.17,-9.11,-1.17
20230926-033807_314.png,79.36,-9.11,-0.9
20230926-033807_315.png,79.3,-9.04,-0.61
20230926-033807_316.png,79.81,-8.95,0.04
20230926-033807_317.png,80,-8.85,0.26
20230926-033808_318.png,79.89,-8.63,0.92
20230926-033808_319.png,80.01,-8.58,1.21
20230926-033808_320.png,80.42,-8.59,1.64
20230926-033808_321.png,80.35,-8.6,1.76
20230926-033808_322.png,80.69,-8.44,1.86
20230926-033808_323.png,80.45,-8.56,1.82
20230926-033808_324.png,80.22,-8.57,1.73
20230926-033808_325.png,79.82,-8.73,1.83
20230926-033808_326.png,79.65,-8.74,1.93
20230926-033809_327.png,79.89,-8.83,2.15
20230926-033809_328.png,79.79,-8.84,2.12
20230926-033809_329.png,79.69,-8.85,2.14
20230926-033809_330.png,80.03,-8.88,2.28
20230926-033809_331.png,79.73,-8.89,2.1
20230926-033809_332.png,79.88,-8.84,2.07
20230926-033809_333.png,79.91,-8.82,2.08
20230926-033809_334.png,79.85,-8.8,2.07
20230926-033809_335.png,79.74,-8.76,2.03
20230926-033809_336.png,79.79,-8.76,2.1
20230926-033809_337.png,80.11,-8.79,2.37
20230926-033810_338.png,80.24,-8.69,2.67
20230926-033810_339.png,80.59,-8.79,3.02
20230926-033810_340.png,81.16,-8.93,3.91
20230926-033810_341.png,80.77,-8.94,4.71
20230926-033810_342.png,81.94,-8.83,6.85
20230926-033810_343.png,82.32,-8.54,8.11
20230926-033810_344.png,82.47,-8.43,9.88
20230926-033810_345.png,82.66,-8.39,10.94
20230926-033810_346.png,83.05,-8.32,11.96
20230926-033810_347.png,82.95,-8.11,12.63
20230926-033811_348.png,83.57,-7.81,14.07
20230926-033811_349.png,83.71,-7.65,14.7
20230926-033811_350.png,83.94,-7.59,15.46
20230926-033811_351.png,84.4,-7.46,16.49
20230926-033811_352.png,84.34,-7.41,17.13
20230926-033811_353.png,84.35,-7.16,18.18
20230926-033811_354.png,84.5,-7.01,18.66
20230926-033811_355.png,84.7,-6.86,19.17
20230926-033811_356.png,85,-6.64,20.04
20230926-033811_357.png,85.47,-6.57,20.78
20230926-033811_358.png,85.49,-6.36,21.39
20230926-033812_359.png,85.8,-6.22,22.46
20230926-033812_360.png,86,-6.21,23.08
20230926-033812_361.png,86.04,-6.07,23.96
20230926-033812_362.png,85.92,-5.89,24.19
20230926-033812_363.png,86.09,-5.86,24.84
20230926-033812_364.png,86.15,-5.85,25.26
20230926-033812_365.png,86.24,-5.89,25.55
20230926-033812_366.png,86.47,-5.86,25.85
20230926-033812_367.png,86.63,-5.88,26.06
20230926-033812_368.png,86.7,-5.84,26.43
20230926-033812_369.png,86.84,-5.92,26.69
20230926-033813_370.png,86.93,-5.82,26.94
20230926-033813_371.png,86.87,-5.68,27.05
20230926-033813_372.png,86.65,-5.64,27
20230926-033813_373.png,86.63,-5.55,26.91
20230926-033813_374.png,86.65,-5.57,26.88
20230926-033813_375.png,86.52,-5.51,26.82
20230926-033813_376.png,86.42,-5.49,26.77
20230926-033813_377.png,86.36,-5.43,26.79
20230926-033813_378.png,86.43,-5.43,26.82
20230926-033813_379.png,86.37,-5.52,26.76
20230926-033814_380.png,86.27,-5.51,26.71
20230926-033814_381.png,86.37,-5.46,26.74
20230926-033814_382.png,86.4,-5.46,26.64
20230926-033814_383.png,86.38,-5.4,26.41
20230926-033814_384.png,86.35,-5.44,26.13
20230926-033814_385.png,86.22,-5.47,25.79
20230926-033814_386.png,86.17,-5.44,25.63
20230926-033814_387.png,86.26,-5.4,25.37
20230926-033814_388.png,86.32,-5.38,25.22
20230926-033814_389.png,86.22,-5.4,25
20230926-033814_390.png,86.39,-5.41,24.86
20230926-033814_391.png,86.4,-5.34,24.59
20230926-033815_392.png,86.46,-5.26,24.49
20230926-033815_393.png,86.38,-5.33,24.26
20230926-033815_394.png,86.44,-5.34,24.17
20230926-033815_395.png,86.54,-5.27,24.17
20230926-033815_396.png,86.47,-5.33,24.12
20230926-033815_397.png,86.47,-5.39,23.94
20230926-033815_398.png,86.51,-5.43,23.88
20230926-033815_399.png,86.62,-5.37,23.89
20230926-033815_400.png,86.57,-5.38,23.73
20230926-033815_401.png,86.58,-5.37,23.72
20230926-033815_402.png,86.58,-5.37,23.54
20230926-033815_403.png,86.59,-5.39,23.51
20230926-033816_404.png,86.61,-5.27,23.43
20230926-033816_405.png,86.4,-5.3,23.25
20230926-033816_406.png,85.94,-5.33,23.12
20230926-033816_407.png,85.29,-5.28,22.97
20230926-033816_408.png,84.22,-5.13,22.64
20230926-033816_409.png,80.46,-4.95,22.28
20230926-033816_410.png,77.23,-4.82,22.24
20230926-033816_411.png,75.42,-4.61,22.24
20230926-033816_412.png,73.47,-4.56,22.29
20230926-033816_413.png,68.4,-4.14,22.34
20230926-033817_414.png,62.72,-4.17,21.64
20230926-033817_415.png,60.64,-4.15,21.61
20230926-033817_416.png,57.59,-4.43,21.69
20230926-033817_417.png,53.63,-3.15,22.62
20230926-033817_418.png,52.53,-3.19,21.89
20230926-033817_419.png,50.27,-3.06,20.81
20230926-033817_420.png,48.02,-2.52,21.6
20230926-033817_421.png,43.63,-3.03,21.23
20230926-033817_422.png,42,-2.99,21.36
20230926-033817_423.png,38.55,-3.15,21.61
20230926-033818_424.png,35.62,-2.82,21.87
20230926-033818_425.png,34.11,-2.67,22.09
20230926-033818_426.png,34.41,-2.33,22.9
20230926-033818_427.png,33.31,-2.27,22.83
20230926-033818_428.png,33.24,-2.21,22.9
20230926-033818_429.png,31.44,-2.17,23.4
20230926-033818_430.png,29.48,-2.8,23.27
20230926-033818_431.png,28.23,-3.04,22.72
20230926-033819_432.png,27.94,-3.13,23.1
20230926-033819_433.png,27.56,-3.28,23.2
20230926-033819_434.png,27.39,-3.28,23.18
20230926-033819_435.png,26.29,-3.34,23
20230926-033819_436.png,25.38,-3.64,23.21
20230926-033819_437.png,23.8,-3.57,23.15
20230926-033819_438.png,22.73,-3.65,23.17
20230926-033819_439.png,21.13,-3.54,23.39
20230926-033819_440.png,19.54,-3.39,23.65
20230926-033819_441.png,18,-3.41,23.68
20230926-033819_442.png,15.51,-3.51,23.55
20230926-033819_443.png,13.32,-3.52,23.28
20230926-033820_444.png,11.17,-3.65,23.1
20230926-033820_445.png,9.7,-3.74,22.85
20230926-033820_446.png,8.26,-3.67,22.63
20230926-033820_447.png,7.1,-3.53,22.29
20230926-033820_448.png,6.72,-3.55,22.17
20230926-033820_449.png,7.35,-3.57,21.99
20230926-033820_450.png,7.9,-3.04,21.97
20230926-033820_451.png,7.27,-3.27,21.71
20230926-033820_452.png,7.44,-3.56,21.35
20230926-033821_453.png,7.5,-3.65,21.17
20230926-033821_454.png,7.38,-3.93,21.1
20230926-033821_455.png,6.88,-3.99,20.93
20230926-033821_456.png,7.07,-4.07,20.21
20230926-033821_457.png,7.99,-4.19,18.59
20230926-033821_458.png,9.13,-4.29,17.27
20230926-033821_459.png,8.85,-4.67,16.39
20230926-033821_460.png,9.06,-4.64,15.29
20230926-033821_461.png,7.87,-4.89,14.52
20230926-033821_462.png,7.49,-4.92,14.23
20230926-033821_463.png,7.37,-5.13,13.78
20230926-033822_464.png,6.3,-5.44,11.55
20230926-033822_465.png,7.64,-5.73,9.3
20230926-033822_466.png,7.27,-6.1,8.15
20230926-033822_467.png,8.01,-6.23,7.57
20230926-033822_468.png,8.86,-6.42,6.1
20230926-033822_469.png,8.29,-6.55,5.22
20230926-033822_470.png,7.68,-6.57,4.7
20230926-033822_471.png,7.24,-6.55,3.66
20230926-033822_472.png,8.13,-6.64,2.8
20230926-033822_473.png,7.47,-6.72,2.12
20230926-033822_474.png,7.94,-6.81,0.75
20230926-033823_475.png,8,-6.84,-0.82
20230926-033823_476.png,7.82,-6.86,-1.55
20230926-033823_477.png,7.83,-6.85,-2.25
20230926-033823_478.png,8.03,-6.84,-2.45
20230926-033823_479.png,8.28,-6.88,-2.56
20230926-033823_480.png,7.68,-6.7,-2.79
20230926-033823_481.png,7.93,-6.69,356.42
20230926-033823_482.png,7.08,-6.92,355.38
20230926-033823_483.png,7.59,-6.98,354.63
20230926-033823_484.png,7.83,-7.1,353.96
20230926-033824_485.png,7.41,-7.09,353.14
20230926-033824_486.png,7.18,-7.4,352.25
20230926-033824_487.png,7.07,-7.54,351.17
20230926-033824_488.png,8.02,-7.62,350.47
20230926-033824_489.png,7.84,-7.67,350.02
20230926-033824_490.png,8.06,-7.84,348.99
20230926-033824_491.png,8.95,-8.13,347.93
20230926-033824_492.png,7.97,-8.34,347.42
20230926-033824_493.png,7.24,-8.33,347.31
20230926-033824_494.png,9.43,-8.5,346.86
20230926-033824_495.png,8.83,-8.56,346.32
20230926-033825_496.png,-0.43,-8.78,345.14
20230926-033825_497.png,-3.56,-9.19,344.14
20230926-033825_498.png,-3.68,-9.43,343.31
20230926-033825_499.png,-4.85,-9.71,342.55
20230926-033825_500.png,-5.15,-10,341.17
20230926-033825_501.png,-6.41,-10.24,339.79
20230926-033825_502.png,-6.43,-10.32,339.14
20230926-033825_503.png,-6.7,-10.48,338.41
20230926-033826_504.png,-6.52,-10.65,337.69
20230926-033826_505.png,-6.88,-10.68,337.06
20230926-033826_506.png,-6.6,-10.51,336.55
20230926-033826_507.png,-6.51,-10.16,336.05
20230926-033826_508.png,-6.54,-10.21,335.79
20230926-033826_509.png,-6.43,-10.38,335.15
20230926-033826_510.png,-5.99,-10.24,334.47
20230926-033826_511.png,-6.07,-10.26,334.46
20230926-033826_512.png,-5.82,-10.01,333.51
20230926-033826_513.png,-5.58,-10.17,332.93
20230926-033826_514.png,-4.76,-10.39,331.44
20230926-033826_515.png,-5,-10.8,330.66
20230926-033827_516.png,-4.54,-10.82,330.16
20230926-033827_517.png,-4.34,-10.66,328.87
20230926-033827_518.png,-4.28,-10.7,328.31
20230926-033827_519.png,-3.46,-10.05,327.28
20230926-033827_520.png,-3.59,-10.23,327.24
20230926-033827_521.png,-3.52,-10.29,327
20230926-033827_522.png,-2.71,-10.48,325.93
20230926-033827_523.png,-2.27,-10.55,325.38
20230926-033827_524.png,-2.08,-10.64,324.42
20230926-033827_525.png,-0.34,-10.69,322.67
20230926-033827_526.png,0.03,-10.72,321.94
20230926-033827_527.png,0.22,-11.02,321.2
20230926-033828_528.png,-0.67,-11.28,320.95
20230926-033828_529.png,0.34,-11.04,319.99
20230926-033828_530.png,0.76,-11,319.39
20230926-033828_531.png,1.13,-11.11,318.54
20230926-033828_532.png,1.44,-11.25,317.35
20230926-033828_533.png,1.65,-11.35,316.2
20230926-033828_534.png,1.76,-11.33,315.61
20230926-033828_535.png,1.99,-11.22,315.08
20230926-033828_536.png,2.34,-11.26,314.67
20230926-033828_537.png,2.79,-11.3,314.13
20230926-033828_538.png,2.72,-11.28,313.29
20230926-033829_539.png,2.92,-11.18,312.75
20230926-033829_540.png,2.92,-11,312.33
20230926-033829_541.png,3.17,-10.73,311.62
20230926-033829_542.png,3.19,-10.58,311.3
20230926-033829_543.png,2.92,-10.38,310.93
20230926-033829_544.png,2.72,-10.27,310.44
20230926-033829_545.png,2.61,-10.31,310.23
20230926-033829_546.png,2.38,-10.21,309.84
20230926-033829_547.png,1.88,-10.41,309.5
20230926-033829_548.png,1.59,-10.73,309.14
20230926-033829_549.png,1.3,-11.12,308.86
20230926-033829_550.png,1.18,-11.22,308.4
20230926-033830_551.png,0.01,-11.51,307.89
20230926-033830_552.png,-0.26,-11.92,307.33
20230926-033830_553.png,-0.76,-11.9,306.58
20230926-033830_554.png,-0.14,-11.71,305.88
20230926-033830_555.png,3.32,-11.4,304.43
20230926-033830_556.png,7.88,-11.14,303.42
20230926-033830_557.png,12.28,-10.89,302.37
20230926-033830_558.png,14.5,-10.71,301.52
20230926-033830_559.png,14.58,-10.52,300.55
20230926-033830_560.png,13.65,-10.53,300.21
20230926-033830_561.png,12.11,-10.72,299.58
20230926-033830_562.png,10.64,-11.16,298.83
20230926-033831_563.png,10.02,-12.03,297.84
20230926-033831_564.png,7.87,-12.65,296.72
20230926-033831_565.png,7.43,-12.97,296.16
20230926-033831_566.png,7.52,-13.32,295.18
20230926-033831_567.png,6.91,-13.42,294.78
20230926-033831_568.png,6.43,-13.82,294.31
20230926-033831_569.png,5.85,-14.15,293.38
20230926-033831_570.png,6.11,-14.11,292.8
20230926-033831_571.png,6.03,-13.9,291.35
20230926-033831_572.png,5.8,-13.81,290.9
20230926-033832_573.png,6.11,-13.63,290.3
20230926-033832_574.png,5.94,-13.39,289.63
20230926-033832_575.png,6.68,-13.28,288.73
20230926-033832_576.png,7.24,-12.92,287.78
20230926-033832_577.png,7.5,-13.02,287.12
20230926-033832_578.png,8.73,-12.78,285.78
20230926-033832_579.png,9.57,-12.74,284.83
20230926-033832_580.png,10.03,-12.88,284.24
20230926-033832_581.png,10.68,-12.81,283.51
20230926-033832_582.png,10.6,-12.67,282.65
20230926-033832_583.png,10.11,-12.67,281.95
20230926-033832_584.png,10.16,-12.91,281.4
20230926-033832_585.png,9.92,-12.75,280.76
20230926-033833_586.png,10.13,-12.79,279.9
20230926-033833_587.png,10.04,-13.06,279.05
20230926-033833_588.png,9.05,-13.2,277.97
20230926-033833_589.png,9.36,-13.14,277.39
20230926-033833_590.png,9.29,-13.21,276.81
20230926-033833_591.png,9.49,-13.03,275.76
20230926-033833_592.png,9.47,-12.75,275.2
20230926-033833_593.png,9.36,-13.12,274.62
20230926-033833_594.png,9.64,-13.29,274.23
20230926-033833_595.png,9.78,-13.36,273.77
20230926-033833_596.png,9.91,-13.37,273.26
20230926-033833_597.png,9.99,-13.4,272.36
20230926-033834_598.png,10.25,-13.47,271.82
20230926-033834_599.png,10.09,-13.86,270.61
20230926-033834_600.png,10.56,-14.27,269.52
20230926-033834_601.png,10.94,-14.65,268.38
20230926-033834_602.png,10.87,-14.55,267.19
20230926-033834_603.png,10.43,-14.22,266.27
20230926-033834_604.png,10.03,-13.67,265.16
20230926-033834_605.png,10.02,-13.45,264.36
20230926-033834_606.png,10.03,-13.22,263.47
20230926-033834_607.png,9.07,-12.8,261.98
20230926-033834_608.png,8.93,-12.59,261.7
20230926-033834_609.png,8.98,-12.52,261.61
20230926-033835_610.png,9.55,-12.35,261.8
20230926-033835_611.png,9.49,-12.34,261.66
20230926-033835_612.png,10.37,-12.31,261.44
20230926-033835_613.png,10.7,-12.56,261.3
20230926-033835_614.png,10.7,-12.52,261.67
20230926-033835_615.png,9.94,-12.89,262.36
20230926-033835_616.png,8.89,-13.12,263.38
20230926-033835_617.png,8.53,-12.93,263.66
20230926-033835_618.png,8.69,-12.72,263.86
20230926-033835_619.png,9.13,-12.58,263.92
20230926-033835_620.png,9.74,-12.67,264.21
20230926-033835_621.png,11.87,-12.83,265.41
20230926-033836_622.png,18.33,-13.88,269.13
20230926-033836_623.png,24.73,-13.73,272.23
20230926-033836_624.png,32.29,-13.93,274.55
20230926-033836_625.png,35.79,-14.03,276.04
20230926-033836_626.png,42.09,-14.07,277.37
20230926-033836_627.png,43.86,-13.98,278.23
20230926-033836_628.png,50.39,-13.51,279.2
20230926-033836_629.png,54.15,-13.39,280.19
20230926-033836_630.png,60.21,-13.3,281.55
20230926-033836_631.png,64.95,-13.04,282.19
20230926-033836_632.png,75.39,-13.01,283.26
